miRNA,Score_mi,Gene,Disease_name,Score_dis
hsa-miR-23c,89.1236713081,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-24-1-5p,93.07161,FMR1,fragile x syndrome,100.0
hsa-miR-24-1-5p,93.07161,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-24-2-5p,93.07161,FMR1,fragile x syndrome,100.0
hsa-miR-24-2-5p,93.07161,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-301a-3p,92.867017290093,FMR1,fragile x syndrome,100.0
hsa-miR-301a-3p,92.867017290093,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-301b-3p,92.867017290093,FMR1,fragile x syndrome,100.0
hsa-miR-301b-3p,92.867017290093,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-302b-5p,94.16536,FMR1,fragile x syndrome,100.0
hsa-miR-302b-5p,94.16536,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-302c-5p,86.8487,FMR1,fragile x syndrome,100.0
hsa-miR-302c-5p,86.8487,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-302d-5p,94.16536,FMR1,fragile x syndrome,100.0
hsa-miR-302d-5p,94.16536,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-3143,81.8901,FMR1,fragile x syndrome,100.0
hsa-miR-3143,81.8901,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-3148,89.4032983318,FMR1,fragile x syndrome,100.0
hsa-miR-3148,89.4032983318,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-3149,82.7551,FMR1,fragile x syndrome,100.0
hsa-miR-3149,82.7551,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-32-5p,81.9342,FMR1,fragile x syndrome,100.0
hsa-miR-32-5p,81.9342,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-335-3p,84.8812,FMR1,fragile x syndrome,100.0
hsa-miR-335-3p,84.8812,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-33a-3p,92.0443355073653,FMR1,fragile x syndrome,100.0
hsa-miR-33a-3p,92.0443355073653,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-3606-3p,96.0699726098415,FMR1,fragile x syndrome,100.0
hsa-miR-3606-3p,96.0699726098415,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-3613-3p,94.308092867296,FMR1,fragile x syndrome,100.0
hsa-miR-3613-3p,94.308092867296,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-3658,93.43903556,FMR1,fragile x syndrome,100.0
hsa-miR-3658,93.43903556,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-3662,86.0516010496,FMR1,fragile x syndrome,100.0
hsa-miR-3662,86.0516010496,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-3666,92.867017290093,FMR1,fragile x syndrome,100.0
hsa-miR-3666,92.867017290093,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-3671,88.3823529602,FMR1,fragile x syndrome,100.0
hsa-miR-3671,88.3823529602,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-3688-3p,95.4292614219777,FMR1,fragile x syndrome,100.0
hsa-miR-3688-3p,95.4292614219777,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-374b-3p,91.5137033196,FMR1,fragile x syndrome,100.0
hsa-miR-374b-3p,91.5137033196,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-3926,81.1063751054,FMR1,fragile x syndrome,100.0
hsa-miR-3926,81.1063751054,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-410-3p,83.4546521152,FMR1,fragile x syndrome,100.0
hsa-miR-410-3p,83.4546521152,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4282,94.0945148032376,FMR1,fragile x syndrome,100.0
hsa-miR-4282,94.0945148032376,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4295,92.867017290093,FMR1,fragile x syndrome,100.0
hsa-miR-4295,92.867017290093,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4328,91.1364,FMR1,fragile x syndrome,100.0
hsa-miR-4328,91.1364,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4503,90.21814,FMR1,fragile x syndrome,100.0
hsa-miR-4503,90.21814,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4517,99.5250771214416,FMR1,fragile x syndrome,100.0
hsa-miR-4517,99.5250771214416,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-454-3p,92.6210677393815,FMR1,fragile x syndrome,100.0
hsa-miR-454-3p,92.6210677393815,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4652-3p,86.8098,FMR1,fragile x syndrome,100.0
hsa-miR-4652-3p,86.8098,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4659a-3p,95.8138443952,FMR1,fragile x syndrome,100.0
hsa-miR-4659a-3p,95.8138443952,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4659b-3p,95.8138443952,FMR1,fragile x syndrome,100.0
hsa-miR-4659b-3p,95.8138443952,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4668-3p,80.0189692114,FMR1,fragile x syndrome,100.0
hsa-miR-4668-3p,80.0189692114,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4671-3p,85.1111,FMR1,fragile x syndrome,100.0
hsa-miR-4671-3p,85.1111,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4719,95.1197435298488,FMR1,fragile x syndrome,100.0
hsa-miR-4719,95.1197435298488,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4722-3p,87.0838,FMR1,fragile x syndrome,100.0
hsa-miR-4722-3p,87.0838,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4738-3p,96.5024469704,FMR1,fragile x syndrome,100.0
hsa-miR-4738-3p,96.5024469704,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4790-5p,89.5473,FMR1,fragile x syndrome,100.0
hsa-miR-4790-5p,89.5473,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-505-3p,83.1561,FMR1,fragile x syndrome,100.0
hsa-miR-505-3p,83.1561,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-510-3p,97.6961268033426,FMR1,fragile x syndrome,100.0
hsa-miR-510-3p,97.6961268033426,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-513a-3p,96.4451642617592,FMR1,fragile x syndrome,100.0
hsa-miR-513a-3p,96.4451642617592,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-513b-3p,93.01248589272,FMR1,fragile x syndrome,100.0
hsa-miR-513b-3p,93.01248589272,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-513c-3p,96.4451642617592,FMR1,fragile x syndrome,100.0
hsa-miR-513c-3p,96.4451642617592,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-519a-3p,80.1024,FMR1,fragile x syndrome,100.0
hsa-miR-519a-3p,80.1024,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-519b-3p,80.1024,FMR1,fragile x syndrome,100.0
hsa-miR-519b-3p,80.1024,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-519c-3p,80.1024,FMR1,fragile x syndrome,100.0
hsa-miR-519c-3p,80.1024,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-522-3p,91.9670826404,FMR1,fragile x syndrome,100.0
hsa-miR-522-3p,91.9670826404,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-548av-5p,95.1015195539223,FMR1,fragile x syndrome,100.0
hsa-miR-548av-5p,95.1015195539223,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-548e-5p,97.4847461116,FMR1,fragile x syndrome,100.0
hsa-miR-548e-5p,97.4847461116,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-548k,95.1015195539223,FMR1,fragile x syndrome,100.0
hsa-miR-548k,95.1015195539223,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-5583-3p,99.0572883730248,FMR1,fragile x syndrome,100.0
hsa-miR-5583-3p,99.0572883730248,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-5683,94.7011140952,FMR1,fragile x syndrome,100.0
hsa-miR-5683,94.7011140952,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-5689,97.32932150024,FMR1,fragile x syndrome,100.0
hsa-miR-5689,97.32932150024,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-570-3p,98.8539209417452,FMR1,fragile x syndrome,100.0
hsa-miR-570-3p,98.8539209417452,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-576-5p,92.96479,FMR1,fragile x syndrome,100.0
hsa-miR-576-5p,92.96479,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-607,97.8477110050134,FMR1,fragile x syndrome,100.0
hsa-miR-607,97.8477110050134,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-6502-3p,82.2672,FMR1,fragile x syndrome,100.0
hsa-miR-6502-3p,82.2672,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-651-3p,93.61084391674,FMR1,fragile x syndrome,100.0
hsa-miR-651-3p,93.61084391674,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-6727-3p,87.0838,FMR1,fragile x syndrome,100.0
hsa-miR-6727-3p,87.0838,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-675-3p,83.5311,FMR1,fragile x syndrome,100.0
hsa-miR-675-3p,83.5311,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-6813-3p,82.0069,FMR1,fragile x syndrome,100.0
hsa-miR-6813-3p,82.0069,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-6853-3p,81.864,FMR1,fragile x syndrome,100.0
hsa-miR-6853-3p,81.864,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-6885-3p,95.6586622537,FMR1,fragile x syndrome,100.0
hsa-miR-6885-3p,95.6586622537,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-7110-3p,86.1109402,FMR1,fragile x syndrome,100.0
hsa-miR-7110-3p,86.1109402,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-744-3p,95.153824363,FMR1,fragile x syndrome,100.0
hsa-miR-744-3p,95.153824363,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-7976,83.0495021062,FMR1,fragile x syndrome,100.0
hsa-miR-7976,83.0495021062,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-8054,95.1015195539223,FMR1,fragile x syndrome,100.0
hsa-miR-8054,95.1015195539223,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-8076,96.58923772365,FMR1,fragile x syndrome,100.0
hsa-miR-8076,96.58923772365,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-891b,90.72001,FMR1,fragile x syndrome,100.0
hsa-miR-891b,90.72001,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-92a-3p,81.9342,FMR1,fragile x syndrome,100.0
hsa-miR-92a-3p,81.9342,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-92b-3p,81.9342,FMR1,fragile x syndrome,100.0
hsa-miR-92b-3p,81.9342,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-935,94.3706673014,FMR1,fragile x syndrome,100.0
hsa-miR-935,94.3706673014,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-9983-3p,99.12581827345,FMR1,fragile x syndrome,100.0
hsa-miR-9983-3p,99.12581827345,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-let-7a-2-3p,93.3003975799,FMR1,fragile x syndrome,100.0
hsa-let-7a-2-3p,93.3003975799,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-let-7g-3p,93.3003975799,FMR1,fragile x syndrome,100.0
hsa-let-7g-3p,93.3003975799,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-1245b-3p,92.981528421,FMR1,fragile x syndrome,100.0
hsa-miR-1245b-3p,92.981528421,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-1284,89.5462007126057,FMR1,fragile x syndrome,100.0
hsa-miR-1284,89.5462007126057,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-129-5p,99.227366569216,FMR1,fragile x syndrome,100.0
hsa-miR-129-5p,99.227366569216,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-130a-3p,98.29336616915,FMR1,fragile x syndrome,100.0
hsa-miR-130a-3p,98.29336616915,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-130b-3p,98.29336616915,FMR1,fragile x syndrome,100.0
hsa-miR-130b-3p,98.29336616915,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-139-5p,95.61182,FMR1,fragile x syndrome,100.0
hsa-miR-139-5p,95.61182,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-141-3p,85.4012,FMR1,fragile x syndrome,100.0
hsa-miR-141-3p,85.4012,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-143-5p,86.0506,FMR1,fragile x syndrome,100.0
hsa-miR-143-5p,86.0506,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-144-3p,87.2816,FMR1,fragile x syndrome,100.0
hsa-miR-144-3p,87.2816,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-148a-3p,89.448,FMR1,fragile x syndrome,100.0
hsa-miR-148a-3p,89.448,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-148b-3p,89.448,FMR1,fragile x syndrome,100.0
hsa-miR-148b-3p,89.448,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-152-3p,89.448,FMR1,fragile x syndrome,100.0
hsa-miR-152-3p,89.448,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-182-5p,89.4791,FMR1,fragile x syndrome,100.0
hsa-miR-182-5p,89.4791,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-1972,92.12199,FMR1,fragile x syndrome,100.0
hsa-miR-1972,92.12199,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-19a-3p,93.02136425326,FMR1,fragile x syndrome,100.0
hsa-miR-19a-3p,93.02136425326,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-19b-3p,93.02136425326,FMR1,fragile x syndrome,100.0
hsa-miR-19b-3p,93.02136425326,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-200a-3p,85.4012,FMR1,fragile x syndrome,100.0
hsa-miR-200a-3p,85.4012,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-202-5p,86.2206178088,FMR1,fragile x syndrome,100.0
hsa-miR-202-5p,86.2206178088,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-203b-3p,80.9293,FMR1,fragile x syndrome,100.0
hsa-miR-203b-3p,80.9293,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-2054,84.9921,FMR1,fragile x syndrome,100.0
hsa-miR-2054,84.9921,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-2113,88.4762,FMR1,fragile x syndrome,100.0
hsa-miR-2113,88.4762,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-221-3p,91.12563,FMR1,fragile x syndrome,100.0
hsa-miR-221-3p,91.12563,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-222-3p,91.12563,FMR1,fragile x syndrome,100.0
hsa-miR-222-3p,91.12563,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-224-3p,91.8352312692,FMR1,fragile x syndrome,100.0
hsa-miR-224-3p,91.8352312692,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-23a-3p,89.108976496,FMR1,fragile x syndrome,100.0
hsa-miR-23a-3p,89.108976496,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-23b-3p,89.108976496,FMR1,fragile x syndrome,100.0
hsa-miR-23b-3p,89.108976496,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-23c,89.108976496,FMR1,fragile x syndrome,100.0
hsa-miR-23c,89.108976496,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-24-1-5p,93.00297,FMR1,fragile x syndrome,100.0
hsa-miR-24-1-5p,93.00297,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-24-2-5p,93.00297,FMR1,fragile x syndrome,100.0
hsa-miR-24-2-5p,93.00297,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-297,81.9524,FMR1,fragile x syndrome,100.0
hsa-miR-297,81.9524,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-301a-3p,98.29336616915,FMR1,fragile x syndrome,100.0
hsa-miR-301a-3p,98.29336616915,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-301b-3p,98.29336616915,FMR1,fragile x syndrome,100.0
hsa-miR-301b-3p,98.29336616915,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-302a-3p,87.8970635704,FMR1,fragile x syndrome,100.0
hsa-miR-302a-3p,87.8970635704,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-302b-3p,87.8970635704,FMR1,fragile x syndrome,100.0
hsa-miR-302b-3p,87.8970635704,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-302b-5p,94.14927,FMR1,fragile x syndrome,100.0
hsa-miR-302b-5p,94.14927,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-302c-3p,83.5143746059,FMR1,fragile x syndrome,100.0
hsa-miR-302c-3p,83.5143746059,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-302c-5p,86.8162,FMR1,fragile x syndrome,100.0
hsa-miR-302c-5p,86.8162,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-302d-3p,83.5143746059,FMR1,fragile x syndrome,100.0
hsa-miR-302d-3p,83.5143746059,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-302d-5p,94.14927,FMR1,fragile x syndrome,100.0
hsa-miR-302d-5p,94.14927,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-302e,89.4150425872,FMR1,fragile x syndrome,100.0
hsa-miR-302e,89.4150425872,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-3143,81.8424,FMR1,fragile x syndrome,100.0
hsa-miR-3143,81.8424,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-3148,89.3671125088,FMR1,fragile x syndrome,100.0
hsa-miR-3148,89.3671125088,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-3149,90.47432,FMR1,fragile x syndrome,100.0
hsa-miR-3149,90.47432,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-32-5p,81.9175,FMR1,fragile x syndrome,100.0
hsa-miR-32-5p,81.9175,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-323a-3p,85.5662,FMR1,fragile x syndrome,100.0
hsa-miR-323a-3p,85.5662,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-335-3p,84.8674,FMR1,fragile x syndrome,100.0
hsa-miR-335-3p,84.8674,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-33a-3p,92.0292973175633,FMR1,fragile x syndrome,100.0
hsa-miR-33a-3p,92.0292973175633,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-345-3p,80.5506427408,FMR1,fragile x syndrome,100.0
hsa-miR-345-3p,80.5506427408,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-3606-3p,97.28437518355,FMR1,fragile x syndrome,100.0
hsa-miR-3606-3p,97.28437518355,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-3613-3p,97.7327343609901,FMR1,fragile x syndrome,100.0
hsa-miR-3613-3p,97.7327343609901,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-3658,93.4129163164,FMR1,fragile x syndrome,100.0
hsa-miR-3658,93.4129163164,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-3662,86.0298650456,FMR1,fragile x syndrome,100.0
hsa-miR-3662,86.0298650456,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-3666,98.29336616915,FMR1,fragile x syndrome,100.0
hsa-miR-3666,98.29336616915,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-3671,88.3353966715,FMR1,fragile x syndrome,100.0
hsa-miR-3671,88.3353966715,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-3688-3p,95.3505457924382,FMR1,fragile x syndrome,100.0
hsa-miR-3688-3p,95.3505457924382,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-372-3p,81.2000010808,FMR1,fragile x syndrome,100.0
hsa-miR-372-3p,81.2000010808,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-374b-3p,91.499796577,FMR1,fragile x syndrome,100.0
hsa-miR-374b-3p,91.499796577,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-3926,90.4083490398,FMR1,fragile x syndrome,100.0
hsa-miR-3926,90.4083490398,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-410-3p,82.792490953,FMR1,fragile x syndrome,100.0
hsa-miR-410-3p,82.792490953,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4263,89.5699,FMR1,fragile x syndrome,100.0
hsa-miR-4263,89.5699,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4276,84.3625235104,FMR1,fragile x syndrome,100.0
hsa-miR-4276,84.3625235104,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4282,94.0829489649107,FMR1,fragile x syndrome,100.0
hsa-miR-4282,94.0829489649107,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4295,98.29336616915,FMR1,fragile x syndrome,100.0
hsa-miR-4295,98.29336616915,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4328,97.05376,FMR1,fragile x syndrome,100.0
hsa-miR-4328,97.05376,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4436a,81.9167,FMR1,fragile x syndrome,100.0
hsa-miR-4436a,81.9167,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-448,86.5986676066,FMR1,fragile x syndrome,100.0
hsa-miR-448,86.5986676066,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4503,90.20888,FMR1,fragile x syndrome,100.0
hsa-miR-4503,90.20888,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4517,99.7564823040448,FMR1,fragile x syndrome,100.0
hsa-miR-4517,99.7564823040448,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-454-3p,98.5285164821064,FMR1,fragile x syndrome,100.0
hsa-miR-454-3p,98.5285164821064,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4650-5p,80.6281,FMR1,fragile x syndrome,100.0
hsa-miR-4650-5p,80.6281,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4652-3p,86.7945,FMR1,fragile x syndrome,100.0
hsa-miR-4652-3p,86.7945,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4659a-3p,95.7969299507,FMR1,fragile x syndrome,100.0
hsa-miR-4659a-3p,95.7969299507,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4659b-3p,95.7969299507,FMR1,fragile x syndrome,100.0
hsa-miR-4659b-3p,95.7969299507,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4671-3p,85.0957,FMR1,fragile x syndrome,100.0
hsa-miR-4671-3p,85.0957,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4700-3p,85.7351,FMR1,fragile x syndrome,100.0
hsa-miR-4700-3p,85.7351,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4708-3p,88.3029134274,FMR1,fragile x syndrome,100.0
hsa-miR-4708-3p,88.3029134274,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4719,97.3860673334335,FMR1,fragile x syndrome,100.0
hsa-miR-4719,97.3860673334335,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4722-3p,94.82503,FMR1,fragile x syndrome,100.0
hsa-miR-4722-3p,94.82503,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4738-3p,96.495701841,FMR1,fragile x syndrome,100.0
hsa-miR-4738-3p,96.495701841,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4760-3p,83.4547,FMR1,fragile x syndrome,100.0
hsa-miR-4760-3p,83.4547,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4790-5p,89.5336,FMR1,fragile x syndrome,100.0
hsa-miR-4790-5p,89.5336,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-4795-5p,83.5132,FMR1,fragile x syndrome,100.0
hsa-miR-4795-5p,83.5132,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-5000-3p,81.9167,FMR1,fragile x syndrome,100.0
hsa-miR-5000-3p,81.9167,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-5010-3p,88.9316637441,FMR1,fragile x syndrome,100.0
hsa-miR-5010-3p,88.9316637441,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-505-3p,83.1381,FMR1,fragile x syndrome,100.0
hsa-miR-505-3p,83.1381,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-510-3p,97.6916319331924,FMR1,fragile x syndrome,100.0
hsa-miR-510-3p,97.6916319331924,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-513a-3p,97.484981134387,FMR1,fragile x syndrome,100.0
hsa-miR-513a-3p,97.484981134387,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-513b-3p,92.99994213936,FMR1,fragile x syndrome,100.0
hsa-miR-513b-3p,92.99994213936,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-513c-3p,97.484981134387,FMR1,fragile x syndrome,100.0
hsa-miR-513c-3p,97.484981134387,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-519a-3p,80.0843,FMR1,fragile x syndrome,100.0
hsa-miR-519a-3p,80.0843,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-519b-3p,80.0843,FMR1,fragile x syndrome,100.0
hsa-miR-519b-3p,80.0843,FMR1,fragile x tremor/ataxia syndrome,90.0
hsa-miR-519c-3p,80.0843,FMR1,fragile x syndrome,100.0
